province,region,region_lat,region_lng,search_address,address_lat,address_lng
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   33",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   21/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   23",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   8",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   7",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   6",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 3 Շարք   45",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   12",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   11",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   10",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   10/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 3 Շարք   49/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 3 Շարք   49",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 3 Շարք   48/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 3 Շարք   47",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   5",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   3",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   1/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   27",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   5/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   28",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   73",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   71",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   67",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   65",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   63",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 5 Շարք   69",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   19",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   18",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   16",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   20",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   15",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   13",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 4 Շարք   25/1",40.157962,44.461938
